,6
2020-11-30,0
2020-12-01,7
2020-12-02,7
2020-12-03,14
2020-12-04,14
2020-12-05,14
2020-12-06,14
2020-12-07,21
2020-12-08,224
2020-12-09,651
2020-12-10,1134
2020-12-11,1659
2020-12-12,2051
2020-12-13,2261
2020-12-14,2751
2020-12-15,3689
2020-12-16,4760
2020-12-17,6139
2020-12-18,7623
2020-12-19,8841
2020-12-20,10493
2020-12-21,12404
2020-12-22,14287
2020-12-23,16296
2020-12-24,17206
2020-12-25,17213
2020-12-26,17339
2020-12-27,17570
2020-12-28,17976
2020-12-29,19467
2020-12-30,22183
2020-12-31,24724
2021-01-01,25522
2021-01-02,26495
2021-01-03,27251
2021-01-04,28700
2021-01-05,31472
2021-01-06,35280
2021-01-07,40600
2021-01-08,46585
2021-01-09,51149
2021-01-10,54187
2021-01-11,58373
2021-01-12,63672
2021-01-13,69468
2021-01-14,75796
2021-01-15,82614
2021-01-16,87864
2021-01-17,91357
2021-01-18,96173
2021-01-19,101430
2021-01-20,106995
2021-01-21,113134
2021-01-22,119672
2021-01-23,124922
2021-01-24,127988
2021-01-25,131866
2021-01-26,136199
2021-01-27,140812
2021-01-28,145292
2021-01-29,150325
2021-01-30,154427
2021-01-31,157108
2021-02-01,160083
2021-02-02,163506
2021-02-03,167293
2021-02-04,171283
2021-02-05,175469
2021-02-06,179977
2021-02-07,182511
2021-02-08,185255
2021-02-09,188412
2021-02-10,191947
2021-02-11,196133
2021-02-12,201684
2021-02-13,208138
2021-02-14,212100
2021-02-15,216363
2021-02-16,223713
2021-02-17,235088
2021-02-18,246764
2021-02-19,257215
2021-02-20,267876
2021-02-21,271229
2021-02-22,276640
2021-02-23,286993
2021-02-24,302582
2021-02-25,318535
2021-02-26,334649
2021-02-27,349090
2021-02-28,354312
2021-03-01,359261
2021-03-02,365337
2021-03-03,372673
2021-03-04,384685
2021-03-05,401884
2021-03-06,421939
2021-03-07,432677
2021-03-08,444423
2021-03-09,460950
2021-03-10,486941
2021-03-11,517069
2021-03-12,558488
2021-03-13,618534
2021-03-14,652960
2021-03-15,714126
2021-03-16,780262
2021-03-17,846650
2021-03-18,911358
2021-03-19,989443
2021-03-20,1074703
2021-03-21,1116241
2021-03-22,1150758
2021-03-23,1178331
2021-03-24,1204553
2021-03-25,1229417
2021-03-26,1257011
2021-03-27,1288840
2021-03-28,1304275
2021-03-29,1316273
2021-03-30,1326227
2021-03-31,1337014
2021-04-01,1344504
2021-04-02,1349145
2021-04-03,1354563
2021-04-04,1356313
2021-04-05,1357391
2021-04-06,1359701
2021-04-07,1361738
2021-04-08,1363586
2021-04-09,1365812
2021-04-10,1368038
2021-04-11,1368948
2021-04-12,1369676
2021-04-13,1370418
2021-04-14,1371174
2021-04-15,1372007
2021-04-16,1372882
2021-04-17,1373764
2021-04-18,1374156
2021-04-19,1374625
2021-04-20,1375143
2021-04-21,1375738
2021-04-22,1376375
2021-04-23,1377110
2021-04-24,1377873
2021-04-25,1378195
2021-04-26,1378580
2021-04-27,1379028
2021-04-28,1379546
2021-04-29,1380078
2021-04-30,1380603
2021-05-01,1381219
2021-05-02,1381450
2021-05-03,1381611
2021-05-04,1381940
2021-05-05,1382325
2021-05-06,1382731
2021-05-07,1383137
2021-05-08,1383711
2021-05-09,1384019
2021-05-10,1384341
2021-05-11,1384824
2021-05-12,1385405
2021-05-13,1386000
2021-05-14,1386714
2021-05-15,1387533
2021-05-16,1387862
2021-05-17,1388191
2021-05-18,1388765
2021-05-19,1389458
2021-05-20,1390130
2021-05-21,1390767
2021-05-22,1391362
2021-05-23,1391369
2021-05-24,1391369
total,1625365
