,5
2020-11-28,7
2020-11-29,7
2020-11-30,14
2020-12-01,28
2020-12-02,28
2020-12-03,28
2020-12-04,35
2020-12-05,35
2020-12-06,35
2020-12-07,42
2020-12-08,301
2020-12-09,700
2020-12-10,1225
2020-12-11,1785
2020-12-12,2212
2020-12-13,2457
2020-12-14,2975
2020-12-15,3955
2020-12-16,5054
2020-12-17,6517
2020-12-18,7994
2020-12-19,9247
2020-12-20,10864
2020-12-21,12796
2020-12-22,14665
2020-12-23,16716
2020-12-24,17668
2020-12-25,17682
2020-12-26,17815
2020-12-27,18060
2020-12-28,18508
2020-12-29,20097
2020-12-30,23079
2020-12-31,25872
2021-01-01,26768
2021-01-02,27811
2021-01-03,28609
2021-01-04,30247
2021-01-05,33306
2021-01-06,37401
2021-01-07,42770
2021-01-08,48664
2021-01-09,53480
2021-01-10,56672
2021-01-11,61173
2021-01-12,66500
2021-01-13,72569
2021-01-14,79058
2021-01-15,86184
2021-01-16,91651
2021-01-17,95354
2021-01-18,100401
2021-01-19,105854
2021-01-20,111916
2021-01-21,118230
2021-01-22,124894
2021-01-23,130200
2021-01-24,133252
2021-01-25,137123
2021-01-26,141729
2021-01-27,146433
2021-01-28,151214
2021-01-29,156513
2021-01-30,160727
2021-01-31,163730
2021-02-01,166768
2021-02-02,170373
2021-02-03,174174
2021-02-04,178052
2021-02-05,182175
2021-02-06,186109
2021-02-07,187978
2021-02-08,190701
2021-02-09,194145
2021-02-10,197806
2021-02-11,201565
2021-02-12,206318
2021-02-13,211771
2021-02-14,214662
2021-02-15,218162
2021-02-16,223769
2021-02-17,232554
2021-02-18,241451
2021-02-19,249641
2021-02-20,258195
2021-02-21,261639
2021-02-22,265811
2021-02-23,274253
2021-02-24,286279
2021-02-25,299866
2021-02-26,312753
2021-02-27,324982
2021-02-28,330435
2021-03-01,335874
2021-03-02,341775
2021-03-03,348551
2021-03-04,359457
2021-03-05,374409
2021-03-06,387954
2021-03-07,392721
2021-03-08,399231
2021-03-09,405272
2021-03-10,413203
2021-03-11,422646
2021-03-12,439992
2021-03-13,475608
2021-03-14,493864
2021-03-15,520387
2021-03-16,564452
2021-03-17,619542
2021-03-18,704158
2021-03-19,822885
2021-03-20,970732
2021-03-21,1027404
2021-03-22,1080534
2021-03-23,1130409
2021-03-24,1179444
2021-03-25,1229669
2021-03-26,1282295
2021-03-27,1347486
2021-03-28,1377614
2021-03-29,1403087
2021-03-30,1424976
2021-03-31,1445787
2021-04-01,1453382
2021-04-02,1457225
2021-04-03,1462832
2021-04-04,1464470
2021-04-05,1465450
2021-04-06,1469181
2021-04-07,1473129
2021-04-08,1476398
2021-04-09,1480486
2021-04-10,1484441
2021-04-11,1486261
2021-04-12,1487927
2021-04-13,1489558
2021-04-14,1491238
2021-04-15,1492883
2021-04-16,1494570
2021-04-17,1496159
2021-04-18,1496901
2021-04-19,1497832
2021-04-20,1499127
2021-04-21,1500289
2021-04-22,1501591
2021-04-23,1503040
2021-04-24,1504335
2021-04-25,1504930
2021-04-26,1505847
2021-04-27,1506736
2021-04-28,1507709
2021-04-29,1508920
2021-04-30,1510166
2021-05-01,1511160
2021-05-02,1511587
2021-05-03,1511853
2021-05-04,1512707
2021-05-05,1513743
2021-05-06,1514660
2021-05-07,1515619
2021-05-08,1516655
2021-05-09,1517138
2021-05-10,1517964
2021-05-11,1519196
2021-05-12,1520372
2021-05-13,1521660
2021-05-14,1523025
2021-05-15,1524390
2021-05-16,1525013
2021-05-17,1525930
2021-05-18,1527113
2021-05-19,1528646
2021-05-20,1530018
2021-05-21,1531257
2021-05-22,1532363
2021-05-23,1532377
2021-05-24,1532384
total,1816822
